GeoFips,GeoName,LineCode,Description,2015,2016,2017,2018
0,United States *,69,      Educational services,233445,246210,249205,261135
0,United States *,70,      Health care and social assistance,1337785,1406434,1461525,1523024
0,United States *,71,        Ambulatory health care services,644385,682939,712419,741644
0,United States *,72,        Hospitals,443717,461009,477118,495206
0,United States *,73,        Nursing and residential care facilities,137615,142950,146080,152442
0,United States *,74,        Social assistance,112068,119536,125909,133731
0,United States *,75,"    Arts, entertainment, recreation, accommodation, and food services",747023,790466,828185,869563
0,United States *,76,"      Arts, entertainment, and recreation",193555,207221,216842,230003
0,United States *,77,"        Performing arts, spectator sports, museums, and related activities",112923,122232,129901,138976
0,United States *,78,"        Amusement, gambling, and recreation industries",80632,84990,86942,91027
0,United States *,79,      Accommodation and food services,553468,583244,611342,639560
0,United States *,80,        Accommodation,157563,160207,167984,176240
0,United States *,81,        Food services and drinking places,395904,423037,443359,463320
0,United States *,82,    Other services (except government and government enterprises),391638,400456,413492,436523
0,United States *,83,  Government and government enterprises,2339442,2384195,2447070,2546272
0,United States *,84,    Federal civilian,420188,433947,451401,469515
0,United States *,85,    Military,311091,309059,310333,319901
0,United States *,86,    State and local,1608162,1641189,1685336,1756857
0,United States *,,Addenda:,,,,
0,United States *,87,Natural resources and mining,441837,383929,452810,495776
0,United States *,88,Trade,2163893,2188832,2247305,2337139
0,United States *,89,Transportation and utilities,865329,884377,920956,967176
0,United States *,90,Manufacturing and information,3038818,3073114,3203963,3398744
0,United States *,91,Private goods-producing industries 2/,3268154,3234487,3452700,3677029
0,United States *,92,Private services-providing industries 3/,12598424,13076429,13579850,14303856
0,United States *,100,"All industry total, overseas activity",111953,108865,109205,124720
0,United States *,101,"Government and government enterprises, overseas activity",111953,108865,109205,124720
0,United States *,102,"Federal civilian, overseas activity",5176,5861,5808,5986
0,United States *,103,"Military, overseas activity",106777,103004,103398,118734
1000,Alabama,1,All industry total,202372.4,207368.4,215085.9,224046.9
1000,Alabama,2,  Private industries,168476.9,172809.3,179593.5,187639.2
1000,Alabama,3,"    Agriculture, forestry, fishing and hunting",2631.7,2023.4,2390.3,2444.6
1000,Alabama,4,      Farms,2037.8,1412.8,1787.1,1799.9
1000,Alabama,5,"      Forestry, fishing, and related activities",593.9,610.6,603.2,644.7
1000,Alabama,6,"    Mining, quarrying, and oil and gas extraction",1521.5,1368.9,2110.9,2117.8
1000,Alabama,7,      Oil and gas extraction,446.6,409.1,481.5,416.7
1000,Alabama,8,      Mining (except oil and gas),992.9,906.3,1560.6,1621
1000,Alabama,9,      Support activities for mining,82.1,53.4,68.8,80.1
1000,Alabama,10,    Utilities,5995.8,6208.8,6095.8,6133.2
1000,Alabama,11,    Construction,7279.7,7908.3,8407.4,9020.9
1000,Alabama,12,    Manufacturing,33529.3,34464.3,36146.6,38064.9
1000,Alabama,13,      Durable goods manufacturing,21452.1,22037.7,23217.6,24397.4
1000,Alabama,14,        Wood product manufacturing,1268.5,1441.3,1488,1641.9
1000,Alabama,15,        Nonmetallic mineral product manufacturing,911.2,918.5,1025.5,986.3
1000,Alabama,16,        Primary metal manufacturing,3546.1,3303.9,3875.5,4436
1000,Alabama,17,        Fabricated metal product manufacturing,2369.9,2580.3,2594.3,2648.1
1000,Alabama,18,        Machinery manufacturing,1029.6,999.3,998.4,1063.2
1000,Alabama,19,        Computer and electronic product manufacturing,1129.2,1089.6,991.4,1041.8
1000,Alabama,20,"        Electrical equipment, appliance, and component manufacturing",763.1,689.5,702,761.7
1000,Alabama,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",5877.4,6358.3,6468.3,6435.4
1000,Alabama,22,        Other transportation equipment manufacturing,3191.8,3188.4,3640.7,3770.7
1000,Alabama,23,        Furniture and related product manufacturing,837.8,901.3,889.7,1031.1
1000,Alabama,24,        Miscellaneous manufacturing,527.5,567.4,543.9,581.2
1000,Alabama,25,      Nondurable goods manufacturing,12077.2,12426.5,12929,13667.5
1000,Alabama,26,        Food and beverage and tobacco product manufacturing,2331.4,2419.9,2623.2,2597.5
1000,Alabama,27,        Textile mills and textile product mills,551.3,517.3,568.8,566.7
1000,Alabama,28,"        Apparel, leather, and allied product manufacturing",183.5,105.9,92.9,89.5
1000,Alabama,29,        Paper manufacturing,2777.8,2679.7,2840.4,3068.5
1000,Alabama,30,        Printing and related support activities,267.1,214.8,220.8,205.1
1000,Alabama,31,        Petroleum and coal products manufacturing,1186.5,1142.9,1503.1,2136.2
1000,Alabama,32,        Chemical manufacturing,3085.7,3547.5,3563.8,3335.6
1000,Alabama,33,        Plastics and rubber products manufacturing,1693.9,1798.7,1515.9,1668.5
1000,Alabama,34,    Wholesale trade,11561.8,12003.1,12468,13033.3
1000,Alabama,35,    Retail trade,13351.5,13964.5,14136.8,14564.3
1000,Alabama,36,    Transportation and warehousing,5157.1,5315.5,5681.5,6220.9
1000,Alabama,37,      Air transportation,181.7,170.7,180.6,217.6
1000,Alabama,38,      Rail transportation,733.5,651.4,673.3,707.6
1000,Alabama,39,      Water transportation,170.3,133.1,100.9,81.8
1000,Alabama,40,      Truck transportation,2198.3,2272.3,2398.3,2622.6
1000,Alabama,41,      Transit and ground passenger transportation,104,100.6,96.1,92.4
1000,Alabama,42,      Pipeline transportation,127,260.1,408.2,516.5
1000,Alabama,43,      Other transportation and support activities,991.6,1038.9,1126.9,1232.2
1000,Alabama,44,      Warehousing and storage,650.8,688.3,697.1,750.1
1000,Alabama,45,    Information,4443.7,4366.1,4369.3,4544.7
1000,Alabama,46,      Publishing industries (except Internet),892.3,860.7,898.4,959.2
1000,Alabama,47,      Motion picture and sound recording industries,119.3,103.6,121.4,110.1
1000,Alabama,48,      Broadcasting (except Internet) and telecommunications,3112.2,3070.2,3003.5,3005.8
1000,Alabama,49,"      Data processing, hosting, and other information services",320,331.6,345.9,469.6
1000,Alabama,50,"    Finance, insurance, real estate, rental, and leasing",36691.3,37024.8,37544.3,38920.1
1000,Alabama,51,      Finance and insurance,13043.9,12814.5,13021.4,13777.5
1000,Alabama,52,"        Monetary Authorities- central bank, credit intermediation, and related services",7681.3,7553.2,7442.6,7773.3
1000,Alabama,53,"        Securities, commodity contracts, and other financial investments and related activities",742.4,810.7,842.9,956.7
1000,Alabama,54,        Insurance carriers and related activities,4602,4425.1,4725.4,5031.9
1000,Alabama,55,"        Funds, trusts, and other financial vehicles",18.2,25.5,10.4,15.6
1000,Alabama,56,      Real estate and rental and leasing,23647.4,24210.3,24522.9,25142.7
1000,Alabama,57,        Real estate,21833.8,22203.7,22614.2,23336.5
1000,Alabama,58,        Rental and leasing services and lessors of nonfinancial intangible assets,1813.6,2006.6,1908.6,1806.2
1000,Alabama,59,    Professional and business services,18823,19572.9,20946.6,22027.8
1000,Alabama,60,"      Professional, scientific, and technical services",11821.4,12267.6,13047.4,13878.4
1000,Alabama,61,        Legal services,2210.7,2403.9,2558.6,2624.1
1000,Alabama,62,        Computer systems design and related services,2666,2713.2,2830.9,3115.9
1000,Alabama,63,"        Miscellaneous professional, scientific, and technical services",6944.7,7150.4,7657.9,8138.4
1000,Alabama,64,      Management of companies and enterprises,1816.8,2013,2184.1,2145.7
1000,Alabama,65,      Administrative and support and waste management and remediation services,5184.8,5292.3,5715,6003.7
1000,Alabama,66,        Administrative and support services,4729.4,4828.6,5193.2,5452.7
1000,Alabama,67,        Waste management and remediation services,455.3,463.7,521.8,551
1000,Alabama,68,"    Educational services, health care, and social assistance",16019.8,16701.5,17075.1,17773.5
1000,Alabama,69,      Educational services,1293.6,1379.5,1339.1,1329.4
1000,Alabama,70,      Health care and social assistance,14726.3,15322,15736,16444.1
1000,Alabama,71,        Ambulatory health care services,8831.2,9277.7,9577.4,9912.6
1000,Alabama,72,        Hospitals,3604,3674.4,3746.7,4048.7
1000,Alabama,73,        Nursing and residential care facilities,1559.1,1612.2,1629,1691.4
1000,Alabama,74,        Social assistance,732,757.7,782.9,791.4
1000,Alabama,75,"    Arts, entertainment, recreation, accommodation, and food services",6302.6,6675,6902.4,7118.4
1000,Alabama,76,"      Arts, entertainment, and recreation",706.8,761.6,783.9,821.9
1000,Alabama,77,"        Performing arts, spectator sports, museums, and related activities",312.4,328,329.6,314.4
1000,Alabama,78,"        Amusement, gambling, and recreation industries",394.5,433.5,454.3,507.5
1000,Alabama,79,      Accommodation and food services,5595.8,5913.4,6118.5,6296.6
1000,Alabama,80,        Accommodation,963.2,988.4,1033.7,1029.3
1000,Alabama,81,        Food services and drinking places,4632.5,4925,5084.8,5267.3
1000,Alabama,82,    Other services (except government and government enterprises),5168,5212.4,5318.5,5654.9
1000,Alabama,83,  Government and government enterprises,33895.5,34559.1,35492.5,36407.7
1000,Alabama,84,    Federal civilian,8191.8,8316.5,8567.9,8742.4
1000,Alabama,85,    Military,4090.9,4153.8,4291,4428.8
1000,Alabama,86,    State and local,21612.8,22088.8,22633.6,23236.5
1000,Alabama,,Addenda:,,,,
1000,Alabama,87,Natural resources and mining,4153.3,3392.3,4501.3,4562.4
1000,Alabama,88,Trade,24913.3,25967.6,26604.8,27597.6
1000,Alabama,89,Transportation and utilities,11152.9,11524.3,11777.3,12354.1
1000,Alabama,90,Manufacturing and information,37973,38830.4,40515.8,42609.6
1000,Alabama,91,Private goods-producing industries 2/,44962.3,45764.9,49055.2,51648.1
1000,Alabama,92,Private services-providing industries 3/,123514.6,127044.4,130538.2,135991.1
2000,Alaska,1,All industry total,51490.9,50727.7,53089.3,54711.7
2000,Alaska,2,  Private industries,41132.4,40070.3,42217.2,43360.7
2000,Alaska,3,"    Agriculture, forestry, fishing and hunting",506.4,426.7,429.1,423.8
2000,Alaska,4,      Farms,22.5,24,25.1,24.5
2000,Alaska,5,"      Forestry, fishing, and related activities",484,402.6,404,399.4
2000,Alaska,6,"    Mining, quarrying, and oil and gas extraction",7765.4,6516.8,8280.6,8833
2000,Alaska,7,      Oil and gas extraction,4864.9,4179.1,5458.1,6086.9
2000,Alaska,8,      Mining (except oil and gas),1301.9,1394.6,1969.2,1819.8
2000,Alaska,9,      Support activities for mining,1598.6,943.1,853.3,926.4
2000,Alaska,10,    Utilities,761.9,780.9,785.7,802.1
2000,Alaska,11,    Construction,2442,2369.5,2328.5,2442.5
2000,Alaska,12,    Manufacturing,1833.6,1570.4,1821.9,1420.2
2000,Alaska,13,      Durable goods manufacturing,261.8,253.3,233,220.8
2000,Alaska,14,        Wood product manufacturing,75.7,58.9,46.7,40.8
2000,Alaska,15,        Nonmetallic mineral product manufacturing,49,62.2,50.5,37.1
2000,Alaska,16,        Primary metal manufacturing,2.3,1.9,1.5,1.4
2000,Alaska,17,        Fabricated metal product manufacturing,42.6,36.9,38.3,43.9
2000,Alaska,18,        Machinery manufacturing,15.4,12.3,14.3,10.5
2000,Alaska,19,        Computer and electronic product manufacturing,12.8,13.8,13.8,17.6
2000,Alaska,20,"        Electrical equipment, appliance, and component manufacturing",1.9,1.6,1.5,1.7
2000,Alaska,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",3.7,4.2,4.3,3.6
2000,Alaska,22,        Other transportation equipment manufacturing,35.2,39.9,42,44.2
2000,Alaska,23,        Furniture and related product manufacturing,13.7,12.6,10.2,9.3
2000,Alaska,24,        Miscellaneous manufacturing,9.6,9,9.8,10.9
2000,Alaska,25,      Nondurable goods manufacturing,1571.8,1317,1588.9,1199.4
2000,Alaska,26,        Food and beverage and tobacco product manufacturing,927.3,840,840.4,749
2000,Alaska,27,        Textile mills and textile product mills,5.3,5,4.7,4.2
2000,Alaska,28,"        Apparel, leather, and allied product manufacturing",0.8,1.1,1,0.9
2000,Alaska,29,        Paper manufacturing,0.7,0.8,0.5,0.4
2000,Alaska,30,        Printing and related support activities,22.3,22.6,21.6,22.3
2000,Alaska,31,        Petroleum and coal products manufacturing,598.6,430.6,701.1,403.9
2000,Alaska,32,        Chemical manufacturing,7.8,7.3,12.2,12.2
2000,Alaska,33,        Plastics and rubber products manufacturing,8.9,9.6,7.3,6.4
2000,Alaska,34,    Wholesale trade,1272.7,1271.1,1279.1,1381.4
2000,Alaska,35,    Retail trade,2222,2218.4,2218.6,2290.1
2000,Alaska,36,    Transportation and warehousing,6123.4,6654.3,6892.8,7157.8
2000,Alaska,37,      Air transportation,884.2,939.8,951.7,944.4
2000,Alaska,38,      Rail transportation,0,0,0,0
2000,Alaska,39,      Water transportation,303.7,274.5,289.8,295.1
2000,Alaska,40,      Truck transportation,323.1,299.4,284.2,298.3
2000,Alaska,41,      Transit and ground passenger transportation,166,130.8,128.4,120.9
2000,Alaska,42,      Pipeline transportation,3649,4187.3,4401.9,4597.5
2000,Alaska,43,      Other transportation and support activities,755.5,782.6,800.7,863.5
2000,Alaska,44,      Warehousing and storage,41.9,40,36.1,37.9
2000,Alaska,45,    Information,1425.1,1373.4,1294.3,1142.5
2000,Alaska,46,      Publishing industries (except Internet),79.5,77.1,71.9,60.6
2000,Alaska,47,      Motion picture and sound recording industries,24.4,20.8,28,25.3
2000,Alaska,48,      Broadcasting (except Internet) and telecommunications,1287.7,1232.1,1156.9,997.3
2000,Alaska,49,"      Data processing, hosting, and other information services",33.6,43.4,37.5,59.3
2000,Alaska,50,"    Finance, insurance, real estate, rental, and leasing",6596.8,6752.2,6618.7,6944.4
2000,Alaska,51,      Finance and insurance,1315.2,1279.2,1401.5,1485.5
2000,Alaska,52,"        Monetary Authorities- central bank, credit intermediation, and related services",809.5,847,894.7,965.1
2000,Alaska,53,"        Securities, commodity contracts, and other financial investments and related activities",80.8,92.6,103.2,112.1
2000,Alaska,54,        Insurance carriers and related activities,409.7,332.2,399,404.1
2000,Alaska,55,"        Funds, trusts, and other financial vehicles",15.1,7.3,4.5,4.3
2000,Alaska,56,      Real estate and rental and leasing,5281.6,5473.1,5217.2,5458.9
2000,Alaska,57,        Real estate,4669.8,4800.8,4683.5,4948.5
2000,Alaska,58,        Rental and leasing services and lessors of nonfinancial intangible assets,611.8,672.3,533.7,510.4
2000,Alaska,59,    Professional and business services,3620.4,3324.4,3310.1,3247.2
2000,Alaska,60,"      Professional, scientific, and technical services",2130.8,1915.3,1901.4,1862.8
2000,Alaska,61,        Legal services,184.5,183.1,181.8,183.3
2000,Alaska,62,        Computer systems design and related services,151.9,155,165,172.5
2000,Alaska,63,"        Miscellaneous professional, scientific, and technical services",1794.4,1577.2,1554.5,1507
2000,Alaska,64,      Management of companies and enterprises,382.5,358.5,364.7,361.6
2000,Alaska,65,      Administrative and support and waste management and remediation services,1107.1,1050.5,1044,1022.8
2000,Alaska,66,        Administrative and support services,862.7,814.2,803.4,782.2
2000,Alaska,67,        Waste management and remediation services,244.3,236.3,240.7,240.6
2000,Alaska,68,"    Educational services, health care, and social assistance",3858.1,4082.8,4255,4472.5
2000,Alaska,69,      Educational services,191.6,197.5,201.2,200.2
2000,Alaska,70,      Health care and social assistance,3666.6,3885.3,4053.8,4272.3
2000,Alaska,71,        Ambulatory health care services,1884.2,2022.1,2105.2,2219.3
2000,Alaska,72,        Hospitals,1167.9,1232.4,1350.6,1444.3
2000,Alaska,73,        Nursing and residential care facilities,207.1,206.1,197.6,195.8
2000,Alaska,74,        Social assistance,407.4,424.7,400.5,412.9
2000,Alaska,75,"    Arts, entertainment, recreation, accommodation, and food services",1838.5,1867.4,1827.6,1900.3
2000,Alaska,76,"      Arts, entertainment, and recreation",298.7,312.1,319.2,331.2
2000,Alaska,77,"        Performing arts, spectator sports, museums, and related activities",94.1,99.1,106.4,113.4
2000,Alaska,78,"        Amusement, gambling, and recreation industries",204.6,213,212.8,217.8
2000,Alaska,79,      Accommodation and food services,1539.8,1555.3,1508.4,1569.1
2000,Alaska,80,        Accommodation,635.9,634.7,601.1,636.2
2000,Alaska,81,        Food services and drinking places,903.9,920.5,907.3,932.9
2000,Alaska,82,    Other services (except government and government enterprises),866,862.2,875.3,902.9
2000,Alaska,83,  Government and government enterprises,10358.5,10657.4,10872.1,11351
2000,Alaska,84,    Federal civilian,2003.5,2069.2,2125.6,2179.9
2000,Alaska,85,    Military,2250.7,2256.1,2311.2,2320.8
2000,Alaska,86,    State and local,6104.3,6332.1,6435.3,6850.3
2000,Alaska,,Addenda:,,,,
2000,Alaska,87,Natural resources and mining,8271.8,6943.5,8709.7,9256.9
2000,Alaska,88,Trade,3494.6,3489.4,3497.7,3671.5
2000,Alaska,89,Transportation and utilities,6885.3,7435.2,7678.5,7959.8
2000,Alaska,90,Manufacturing and information,3258.7,2943.8,3116.1,2562.7
2000,Alaska,91,Private goods-producing industries 2/,12547.4,10883.3,12860,13119.6
2000,Alaska,92,Private services-providing industries 3/,28585,29187,29357.2,30241.1
4000,Arizona,1,All industry total,299393.3,313081.4,330416.1,349907.5
4000,Arizona,2,  Private industries,259826.4,272463.6,288024.8,306447.4
4000,Arizona,3,"    Agriculture, forestry, fishing and hunting",2307.1,2551.6,2539.4,2562.7
4000,Arizona,4,      Farms,1719,1943.2,1921.5,1923.5
4000,Arizona,5,"      Forestry, fishing, and related activities",588.2,608.4,617.9,639.2
4000,Arizona,6,"    Mining, quarrying, and oil and gas extraction",3881.8,3386.5,4762.2,4737.9
4000,Arizona,7,      Oil and gas extraction,23.2,22.6,20.6,19.2
4000,Arizona,8,      Mining (except oil and gas),3780.5,3316.9,4681.8,4584.6
4000,Arizona,9,      Support activities for mining,78.1,47,59.8,134.1
4000,Arizona,10,    Utilities,6385.7,6717.6,6837.4,6768
4000,Arizona,11,    Construction,11633.3,12951.7,14787.4,16720.1
4000,Arizona,12,    Manufacturing,25819.2,26489.1,28652.4,31427.6
4000,Arizona,13,      Durable goods manufacturing,21367.4,21923.6,24067.4,26632.3
4000,Arizona,14,        Wood product manufacturing,253,292.7,297.1,295.8
4000,Arizona,15,        Nonmetallic mineral product manufacturing,726.4,837.5,961.4,1024.8
4000,Arizona,16,        Primary metal manufacturing,915.3,671.1,768,890.3
4000,Arizona,17,        Fabricated metal product manufacturing,1740.3,1787,1814.8,1908.2
4000,Arizona,18,        Machinery manufacturing,816.3,749,897.3,1076.7
4000,Arizona,19,        Computer and electronic product manufacturing,9193.3,8265.5,9436.3,10777.4
4000,Arizona,20,"        Electrical equipment, appliance, and component manufacturing",388.4,363.2,578.5,706.6
4000,Arizona,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",514,686.8,718.6,697
4000,Arizona,22,        Other transportation equipment manufacturing,5048.2,6509.1,6551.1,7062
4000,Arizona,23,        Furniture and related product manufacturing,393.8,400.7,404,449.5
4000,Arizona,24,        Miscellaneous manufacturing,1378.3,1361.1,1640.3,1744.1
4000,Arizona,25,      Nondurable goods manufacturing,4451.8,4565.5,4585,4795.3
4000,Arizona,26,        Food and beverage and tobacco product manufacturing,1876.4,1962.3,2007.3,1958.4
4000,Arizona,27,        Textile mills and textile product mills,142.8,129.1,106.9,93.3
4000,Arizona,28,"        Apparel, leather, and allied product manufacturing",23.6,31.6,26.9,28.1
4000,Arizona,29,        Paper manufacturing,203.1,248,244,255.8
4000,Arizona,30,        Printing and related support activities,505.8,502.8,584.4,596
4000,Arizona,31,        Petroleum and coal products manufacturing,152.9,98.5,105.9,90.4
4000,Arizona,32,        Chemical manufacturing,909.2,1027.5,924.1,1099.7
4000,Arizona,33,        Plastics and rubber products manufacturing,638.1,565.9,585.4,673.6
4000,Arizona,34,    Wholesale trade,17214.5,17926.2,18756,19621.2
4000,Arizona,35,    Retail trade,22072,22837.5,23674.6,24503.2
4000,Arizona,36,    Transportation and warehousing,9480.6,9888.6,10360.8,11145.4
4000,Arizona,37,      Air transportation,3445.8,3607.7,3703,3627
4000,Arizona,38,      Rail transportation,808.5,732,754.3,801.9
4000,Arizona,39,      Water transportation,4.6,1.1,0.3,0.2
4000,Arizona,40,      Truck transportation,2060.1,2191.7,2325.8,2513.3
4000,Arizona,41,      Transit and ground passenger transportation,694.4,736.9,820.3,806.4
4000,Arizona,42,      Pipeline transportation,95.8,98.2,98.7,97.3
4000,Arizona,43,      Other transportation and support activities,1792.6,1875,1900.8,2037.1
4000,Arizona,44,      Warehousing and storage,578.8,646,757.6,1262.3
4000,Arizona,45,    Information,9901.6,10761.7,11911.7,12280.3
4000,Arizona,46,      Publishing industries (except Internet),1755.9,1803.5,2040.1,2053.4
4000,Arizona,47,      Motion picture and sound recording industries,276.6,315.8,307.7,293.1
4000,Arizona,48,      Broadcasting (except Internet) and telecommunications,5750.9,6010.6,6417.5,7192.4
4000,Arizona,49,"      Data processing, hosting, and other information services",2118.1,2631.8,3146.4,2741.4
4000,Arizona,50,"    Finance, insurance, real estate, rental, and leasing",68200,71857.2,72857.3,78404
4000,Arizona,51,      Finance and insurance,21447.6,22823.8,22469.6,25148.3
4000,Arizona,52,"        Monetary Authorities- central bank, credit intermediation, and related services",10157.9,11578.7,11884.5,12689.5
4000,Arizona,53,"        Securities, commodity contracts, and other financial investments and related activities",2159.1,2634.1,2713.7,3344
4000,Arizona,54,        Insurance carriers and related activities,8212.8,8205.4,7466.5,8424.4
4000,Arizona,55,"        Funds, trusts, and other financial vehicles",917.7,405.6,404.9,690.4
4000,Arizona,56,      Real estate and rental and leasing,46752.4,49033.3,50387.7,53255.6
4000,Arizona,57,        Real estate,41950.1,43508.1,45279.9,48203.1
4000,Arizona,58,        Rental and leasing services and lessors of nonfinancial intangible assets,4802.3,5525.2,5107.8,5052.6
4000,Arizona,59,    Professional and business services,34154.2,35488.7,37924.4,40073.3
4000,Arizona,60,"      Professional, scientific, and technical services",16961.4,17733.6,18819.5,20364.4
4000,Arizona,61,        Legal services,2546.7,2700.9,2757.7,2975.5
4000,Arizona,62,        Computer systems design and related services,3730.8,4044.4,4240.6,4726
4000,Arizona,63,"        Miscellaneous professional, scientific, and technical services",10683.9,10988.3,11821.2,12662.9
4000,Arizona,64,      Management of companies and enterprises,3818.9,3840.9,4082.4,3691.6
4000,Arizona,65,      Administrative and support and waste management and remediation services,13373.9,13914.2,15022.6,16017.3
4000,Arizona,66,        Administrative and support services,12602.1,13200.4,14119.3,15053.4
4000,Arizona,67,        Waste management and remediation services,771.8,713.8,903.2,964
4000,Arizona,68,"    Educational services, health care, and social assistance",28927.1,30698.5,32490.4,34228.1
4000,Arizona,69,      Educational services,3845.3,3965.8,4044.8,4182.7
4000,Arizona,70,      Health care and social assistance,25081.9,26732.7,28445.5,30045.4
4000,Arizona,71,        Ambulatory health care services,13513,14450.5,15271,16094.4
4000,Arizona,72,        Hospitals,7766.6,8185.2,8856.4,9300.2
4000,Arizona,73,        Nursing and residential care facilities,2090.8,2243.5,2370,2517.6
4000,Arizona,74,        Social assistance,1711.4,1853.4,1948.1,2133.2
4000,Arizona,75,"    Arts, entertainment, recreation, accommodation, and food services",13781.4,14666.8,15959.3,17023
4000,Arizona,76,"      Arts, entertainment, and recreation",3136.9,3445.7,3724,3833.5
4000,Arizona,77,"        Performing arts, spectator sports, museums, and related activities",1738.6,2082.4,2318.5,2369.9
4000,Arizona,78,"        Amusement, gambling, and recreation industries",1398.3,1363.3,1405.5,1463.6
4000,Arizona,79,      Accommodation and food services,10644.5,11221.1,12235.3,13189.5
4000,Arizona,80,        Accommodation,3058.6,3093.3,3277.8,3646.7
