"SAPCE1 Personal consumption expenditures (PCE) by major type of product 1/"
"(millions of current dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"02000","Alaska","7","      Other durable goods",367.2,387.4,387.7,367.1,374.7,400.3,403.9,405.4,414.7
"02000","Alaska","8","    Nondurable goods",5082.6,5335.8,5682.3,5545.8,5829.2,6226.6,6322.7,6283.2,6364.2
"02000","Alaska","9","      Food and beverages purchased for off-premises consumption",2254.4,2396.6,2555.5,2581.1,2650.5,2769.8,2821.7,2818.0,2814.4
"02000","Alaska","10","      Clothing and footwear",625.1,627.2,634.5,610.3,628.7,654.7,663.3,661.1,671.5
"02000","Alaska","11","      Gasoline and other energy goods",711.9,762.2,881.5,668.3,796.2,976.4,1008.8,991.2,931.3
"02000","Alaska","12","      Other nondurable goods",1491.3,1549.7,1610.9,1686.2,1753.8,1825.7,1828.8,1812.9,1947.0
"02000","Alaska","13","  Services",16265.2,17363.9,18424.6,18926.2,19820.8,20917.6,21693.1,22199.5,23102.5
"02000","Alaska","14","    Household consumption expenditures (for services)",15249.2,16287.9,17213.3,17607.2,18416.7,19366.1,20018.2,20467.2,21373.0
"02000","Alaska","15","      Housing and utilities",3969.0,4281.9,4552.2,4682.0,4825.5,5123.0,5273.3,5345.5,5477.2
"02000","Alaska","16","      Health care",4067.4,4436.0,4792.6,5093.4,5449.4,5764.5,6018.3,6169.9,6531.0
"02000","Alaska","17","      Transportation services",829.7,859.7,904.7,882.1,906.0,963.1,977.4,1062.0,1116.8
"02000","Alaska","18","      Recreation services",1125.9,1228.2,1299.3,1327.3,1370.8,1385.2,1465.8,1556.7,1656.1
"02000","Alaska","19","      Food services and accommodations",1833.4,1915.8,1994.8,1962.8,2060.3,2187.3,2287.9,2319.7,2434.3
"02000","Alaska","20","      Financial services and insurance",1417.7,1500.4,1553.7,1493.1,1617.4,1725.8,1781.5,1843.5,1950.0
"02000","Alaska","21","      Other services",2006.2,2065.9,2115.9,2166.5,2187.4,2217.2,2214.0,2170.0,2207.7
"02000","Alaska","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1016.0,1076.0,1211.3,1319.0,1404.1,1551.5,1674.9,1732.3,1729.5
"02000","Alaska","23","      Gross output of nonprofit institutions",2637.0,2794.0,2977.3,3185.0,3357.6,3583.7,3772.8,3896.9,3922.9
"02000","Alaska","24","      Less: Receipts from sales of goods and services by nonprofit institutions",1621.0,1718.0,1766.0,1866.0,1953.5,2032.2,2097.9,2164.7,2193.4
"04000","Arizona","1","Personal consumption expenditures",184147.5,194613.9,197047.5,190809.0,196465.9,203335.5,209724.4,215979.0,226189.9
"04000","Arizona","2","  Goods",68600.1,71183.2,68860.9,63078.0,65087.4,68442.5,70503.4,72624.5,76270.8
"04000","Arizona","3","    Durable goods",26566.6,26775.3,23077.3,20136.4,20608.0,21578.6,22536.5,23553.9,24821.8
"04000","Arizona","4","      Motor vehicles and parts",9256.4,9393.9,7187.1,6045.6,6501.3,7094.3,7913.7,8493.7,9021.8
"04000","Arizona","5","      Furnishings and durable household equipment",6737.9,6424.9,5618.9,4777.4,4760.5,4898.5,5096.1,5383.3,5753.6
"04000","Arizona","6","      Recreational goods and vehicles",7045.8,7069.2,6508.8,5677.4,5594.8,5605.4,5488.8,5488.2,5681.4
"04000","Arizona","7","      Other durable goods",3526.5,3887.2,3762.5,3636.1,3751.4,3980.4,4037.9,4188.7,4365.0
"04000","Arizona","8","    Nondurable goods",42033.5,44408.0,45783.6,42941.6,44479.4,46864.0,47966.8,49070.6,51449.0
"04000","Arizona","9","      Food and beverages purchased for off-premises consumption",14805.2,15815.8,16428.2,16138.0,16328.8,16585.6,16847.8,17054.9,18024.3
"04000","Arizona","10","      Clothing and footwear",6044.5,6234.2,6042.9,5856.0,6078.5,6302.9,6502.3,6704.7,6904.9
"04000","Arizona","11","      Gasoline and other energy goods",6556.7,7408.9,8163.8,5847.1,6574.6,8118.0,8494.3,8454.4,8138.4
"04000","Arizona","12","      Other nondurable goods",14627.1,14949.1,15148.8,15100.4,15497.5,15857.5,16122.5,16856.5,18381.3
"04000","Arizona","13","  Services",115547.4,123430.7,128186.6,127731.0,131378.5,134893.0,139221.0,143354.5,149919.2
"04000","Arizona","14","    Household consumption expenditures (for services)",113241.3,120479.7,124775.0,124539.5,128224.7,131548.0,135631.1,139564.6,146024.4
"04000","Arizona","15","      Housing and utilities",35439.1,37831.7,39789.1,40084.2,40907.3,41325.7,42214.7,42915.7,43715.9
"04000","Arizona","16","      Health care",24211.2,25813.6,27571.5,28951.9,30325.9,31049.7,32156.4,32936.0,34402.5
"04000","Arizona","17","      Transportation services",6979.7,7255.9,7380.3,6931.0,7050.1,7710.0,8051.4,8409.0,9002.3
"04000","Arizona","18","      Recreation services",6799.7,7375.1,7389.7,7346.7,7434.5,7416.5,7826.6,8361.4,9023.9
"04000","Arizona","19","      Food services and accommodations",12899.4,13919.3,13867.8,13333.0,13547.2,14132.8,14748.5,15457.9,16534.1
"04000","Arizona","20","      Financial services and insurance",12905.7,13373.1,13235.4,11978.4,12509.7,12927.9,13000.9,13446.7,14251.5
"04000","Arizona","21","      Other services",14006.4,14911.0,15541.2,15914.3,16449.9,16985.3,17632.7,18037.8,19094.2
"04000","Arizona","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",2306.1,2951.0,3411.6,3191.5,3153.9,3345.0,3589.9,3789.9,3894.8
"04000","Arizona","23","      Gross output of nonprofit institutions",13384.0,14772.0,15704.5,16032.7,16609.2,17157.5,17863.6,18505.2,19304.8
"04000","Arizona","24","      Less: Receipts from sales of goods and services by nonprofit institutions",11078.0,11821.0,12292.9,12841.2,13455.3,13812.5,14273.7,14715.3,15410.0
"05000","Arkansas","1","Personal consumption expenditures",69395.4,72798.0,75367.1,74807.9,77758.8,81253.7,83540.4,85290.2,88384.5
"05000","Arkansas","2","  Goods",26106.9,27341.8,27919.4,26864.7,28431.6,30245.8,31131.2,31704.5,32364.5
"05000","Arkansas","3","    Durable goods",8837.9,9226.5,8742.4,8264.0,8604.6,8851.6,9240.2,9591.5,9944.3
"05000","Arkansas","4","      Motor vehicles and parts",3439.8,3575.4,3200.7,3045.2,3366.7,3541.8,3836.6,4014.1,4205.3
"05000","Arkansas","5","      Furnishings and durable household equipment",2068.0,2086.5,2038.1,1923.3,1943.6,1966.7,2017.0,2072.4,2158.0
"05000","Arkansas","6","      Recreational goods and vehicles",2306.6,2486.1,2446.8,2259.6,2220.1,2208.1,2213.5,2300.8,2352.9
"05000","Arkansas","7","      Other durable goods",1023.5,1078.4,1056.8,1035.9,1074.2,1135.0,1173.2,1204.1,1228.1
"05000","Arkansas","8","    Nondurable goods",17269.0,18115.4,19177.0,18600.7,19827.0,21394.2,21891.0,22113.0,22420.2
"05000","Arkansas","9","      Food and beverages purchased for off-premises consumption",5178.0,5462.0,5729.4,5967.5,6109.0,6425.5,6606.6,6720.0,6962.1
"05000","Arkansas","10","      Clothing and footwear",2553.8,2586.1,2549.2,2545.8,2628.8,2740.7,2840.5,2844.8,2917.3
"05000","Arkansas","11","      Gasoline and other energy goods",3679.9,3907.5,4422.4,3331.1,4074.7,5014.1,5138.1,5165.0,4745.7
"05000","Arkansas","12","      Other nondurable goods",5857.3,6159.7,6475.9,6756.3,7014.4,7213.8,7305.8,7383.1,7795.1
"05000","Arkansas","13","  Services",43288.5,45456.2,47447.8,47943.2,49327.2,51007.9,52409.2,53585.7,56020.0
"05000","Arkansas","14","    Household consumption expenditures (for services)",41971.5,44073.2,45814.8,46246.6,47604.6,49175.9,50471.9,51552.9,53943.0
"05000","Arkansas","15","      Housing and utilities",12242.6,12829.0,13568.0,13665.2,14123.2,14436.2,14466.8,14789.2,15419.1
"05000","Arkansas","16","      Health care",11597.7,12265.1,12858.3,13352.7,13670.8,14016.5,14514.5,14594.4,15083.8
"05000","Arkansas","17","      Transportation services",1471.1,1531.0,1524.9,1442.4,1442.5,1518.4,1530.4,1618.7,1753.4
"05000","Arkansas","18","      Recreation services",1926.0,1993.2,2009.6,2014.3,2045.1,2094.5,2184.4,2288.9,2362.7
"05000","Arkansas","19","      Food services and accommodations",3727.7,3914.1,4098.6,4220.8,4346.6,4539.9,4730.7,4800.2,5016.6
"05000","Arkansas","20","      Financial services and insurance",5189.7,5531.5,5681.4,5357.1,5709.1,6162.7,6617.3,7065.4,7601.9
"05000","Arkansas","21","      Other services",5816.7,6009.3,6073.8,6194.1,6267.2,6407.6,6427.7,6396.0,6705.5
"05000","Arkansas","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1317.0,1383.0,1633.0,1696.6,1722.5,1832.0,1937.3,2032.8,2077.1
"05000","Arkansas","23","      Gross output of nonprofit institutions",6155.0,6525.0,7024.2,7395.9,7732.6,8086.0,8459.7,8670.8,8882.2
"05000","Arkansas","24","      Less: Receipts from sales of goods and services by nonprofit institutions",4838.0,5142.0,5391.2,5699.3,6010.0,6254.0,6522.4,6638.1,6805.2
"06000","California","1","Personal consumption expenditures",1177180.9,1247693.8,1286556.7,1245397.5,1290347.2,1345682.2,1400967.9,1443067.6,1511296.2
"06000","California","2","  Goods",388294.8,402563.5,394224.5,360242.9,376922.9,400567.8,418651.8,427023.4,445285.8
"06000","California","3","    Durable goods",149470.4,150545.7,135532.2,119648.2,123966.8,129348.0,136883.0,140456.6,147272.8
"06000","California","4","      Motor vehicles and parts",45106.1,43530.8,35933.2,30781.1,32287.7,35193.7,39545.9,41814.8,44147.8
"06000","California","5","      Furnishings and durable household equipment",35917.8,35544.5,31866.7,28538.7,29197.8,29839.3,30311.2,31021.2,33017.4
"06000","California","6","      Recreational goods and vehicles",47649.9,49052.1,45689.5,39815.8,41000.5,41331.5,42808.4,43193.4,44493.2
"06000","California","7","      Other durable goods",20796.6,22418.3,22042.7,20512.6,21480.7,22983.5,24217.4,24427.1,25614.3
"06000","California","8","    Nondurable goods",238824.4,252017.8,258692.4,240594.7,252956.1,271219.8,281768.9,286566.8,298013.0
"06000","California","9","      Food and beverages purchased for off-premises consumption",85079.4,91047.3,93860.8,91365.9,93128.4,97511.0,100959.9,103792.8,109201.3
"06000","California","10","      Clothing and footwear",43824.3,44720.4,43414.6,39237.2,41307.5,44344.7,47226.9,47740.9,50091.3
"06000","California","11","      Gasoline and other energy goods",31754.8,33805.4,38767.9,27748.6,32357.0,40722.5,41923.3,40753.3,39279.7
"06000","California","12","      Other nondurable goods",78165.8,82444.7,82649.1,82243.0,86163.1,88641.5,91658.8,94279.7,99440.7
"06000","California","13","  Services",788886.1,845130.3,892332.2,885154.6,913424.3,945114.4,982316.1,1016044.2,1066010.4
"06000","California","14","    Household consumption expenditures (for services)",764223.6,814930.4,858452.7,851720.1,879088.4,908588.8,941276.7,972797.1,1021092.0
"06000","California","15","      Housing and utilities",218022.1,231487.2,253088.1,257664.8,263473.5,265487.7,271451.3,280387.8,289506.4
"06000","California","16","      Health care",156875.7,167305.7,179589.6,189772.1,198184.7,207814.3,216641.2,225288.1,237263.2
"06000","California","17","      Transportation services",52571.2,56112.6,56143.0,52213.4,53374.8,56541.2,60152.6,62029.0,64162.2
"06000","California","18","      Recreation services",59760.1,64026.9,65655.2,63567.9,66941.7,68010.6,71805.8,73945.8,76845.3
"06000","California","19","      Food services and accommodations",75794.9,81142.0,83974.3,80492.7,82479.7,86579.9,91215.5,95659.6,104058.2
"06000","California","20","      Financial services and insurance",94602.1,101015.5,103039.9,94773.5,100022.3,105186.4,108098.4,113436.3,120540.5
"06000","California","21","      Other services",106597.5,113840.4,116962.7,113235.8,114611.7,118968.7,121911.9,122050.6,128716.2
"06000","California","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",24662.5,30199.9,33879.5,33434.5,34336.0,36525.6,41039.3,43247.0,44918.4
"06000","California","23","      Gross output of nonprofit institutions",106791.2,120747.2,130451.0,136030.6,142602.1,151642.3,165302.1,170790.9,177132.2
"06000","California","24","      Less: Receipts from sales of goods and services by nonprofit institutions",82128.7,90547.3,96571.5,102596.0,108266.1,115116.7,124262.8,127543.8,132213.8
"08000","Colorado","1","Personal consumption expenditures",157358.1,166609.7,172477.6,170145.4,175698.3,183822.9,189399.1,197806.0,209174.7
"08000","Colorado","2","  Goods",54806.7,57889.6,57943.9,54557.8,55991.9,58839.4,60940.4,63628.1,67225.5
"08000","Colorado","3","    Durable goods",21832.7,22955.3,21267.8,19407.6,19686.0,19984.7,20688.8,22033.2,23537.3
"08000","Colorado","4","      Motor vehicles and parts",6791.2,7274.1,6283.3,5774.9,5991.8,6102.5,6552.4,7065.3,7646.5
"08000","Colorado","5","      Furnishings and durable household equipment",5250.7,5368.4,5104.2,4463.8,4468.8,4617.8,4765.5,5086.4,5446.2
"08000","Colorado","6","      Recreational goods and vehicles",7191.8,7517.7,7122.3,6534.5,6508.1,6349.7,6397.0,6776.1,7190.9
"08000","Colorado","7","      Other durable goods",2598.9,2795.2,2757.9,2634.3,2717.3,2914.7,2974.0,3105.5,3253.6
"08000","Colorado","8","    Nondurable goods",32974.0,34934.2,36676.1,35150.3,36305.9,38854.7,40251.6,41594.8,43688.2
"08000","Colorado","9","      Food and beverages purchased for off-premises consumption",11689.0,12481.7,13226.0,13497.5,13603.7,14240.0,14974.1,15468.4,16501.0
"08000","Colorado","10","      Clothing and footwear",5298.4,5380.0,5314.9,5061.3,5206.9,5521.8,5667.5,5838.8,6030.3
"08000","Colorado","11","      Gasoline and other energy goods",4830.5,5298.1,6114.1,4408.0,5046.8,6129.7,6231.8,6289.8,6166.6
"08000","Colorado","12","      Other nondurable goods",11156.1,11774.4,12021.1,12183.5,12448.5,12963.1,13378.2,13997.9,14990.3
"08000","Colorado","13","  Services",102551.4,108720.2,114533.7,115587.6,119706.4,124983.5,128458.7,134177.9,141949.2
"08000","Colorado","14","    Household consumption expenditures (for services)",99597.3,105825.2,111107.7,112172.7,116109.5,121022.3,123996.6,129544.3,137013.4
"08000","Colorado","15","      Housing and utilities",29451.5,30723.6,33280.8,34138.8,35014.5,36776.0,37228.5,39314.9,40663.0
"08000","Colorado","16","      Health care",20444.7,22115.3,23364.5,24719.4,25744.9,26405.6,27194.9,28139.7,30074.8
"08000","Colorado","17","      Transportation services",5519.9,5805.6,6010.7,5669.2,5854.1,6329.5,6555.4,6985.4,7558.5
"08000","Colorado","18","      Recreation services",7763.9,8376.9,8514.9,8783.4,9206.7,9162.6,9582.1,10148.6,10932.3
"08000","Colorado","19","      Food services and accommodations",11005.6,11806.7,12359.1,12080.1,12496.3,13398.0,14093.2,14826.5,15949.7
"08000","Colorado","20","      Financial services and insurance",12065.5,12830.9,13073.5,12031.1,12720.6,13609.5,13923.5,14677.2,15441.7
"08000","Colorado","21","      Other services",13346.2,14166.1,14504.3,14750.7,15072.4,15341.0,15419.0,15452.0,16393.5
"08000","Colorado","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",2954.1,2895.0,3426.0,3415.0,3596.9,3961.2,4462.1,4633.6,4935.8
"08000","Colorado","23","      Gross output of nonprofit institutions",14203.0,14781.0,15778.0,16455.8,17251.1,18158.5,19237.0,19777.2,20877.4
"08000","Colorado","24","      Less: Receipts from sales of goods and services by nonprofit institutions",11249.0,11886.0,12352.0,13040.8,13654.2,14197.2,14774.8,15143.7,15941.6
"09000","Connecticut","1","Personal consumption expenditures",135787.1,141447.7,145176.0,141512.1,145876.8,150579.2,154149.3,157135.5,162500.9
"09000","Connecticut","2","  Goods",44253.0,45915.4,45548.4,42775.1,44040.4,45953.8,46777.7,47837.8,49391.9
"09000","Connecticut","3","    Durable goods",16044.9,16632.0,15718.2,14382.1,14708.6,15154.6,15480.5,16031.9,16411.0
"09000","Connecticut","4","      Motor vehicles and parts",5100.9,5190.7,4511.7,4195.5,4465.8,4680.0,4915.9,5077.2,5258.8
"09000","Connecticut","5","      Furnishings and durable household equipment",4081.3,4157.6,3920.3,3420.1,3414.7,3455.6,3518.7,3680.3,3842.3
"09000","Connecticut","6","      Recreational goods and vehicles",4443.4,4734.6,4771.3,4366.0,4282.3,4359.7,4317.3,4543.0,4523.5
"09000","Connecticut","7","      Other durable goods",2419.4,2549.1,2515.0,2400.4,2545.9,2659.3,2728.6,2731.3,2786.4
"09000","Connecticut","8","    Nondurable goods",28208.1,29283.4,29830.2,28393.0,29331.8,30799.2,31297.2,31806.0,32980.9
"09000","Connecticut","9","      Food and beverages purchased for off-premises consumption",9381.0,9808.2,10068.0,9996.4,10210.9,10638.8,10921.0,11104.0,11493.4
"09000","Connecticut","10","      Clothing and footwear",4475.6,4446.1,4335.8,4093.5,4270.3,4377.3,4530.9,4498.6,4538.2
"09000","Connecticut","11","      Gasoline and other energy goods",3414.2,3471.8,3847.1,2771.0,3163.8,3820.8,3753.6,3806.7,3759.4
"09000","Connecticut","12","      Other nondurable goods",10937.3,11557.4,11579.3,11532.1,11686.9,11962.3,12091.7,12396.7,13189.9
"09000","Connecticut","13","  Services",91534.1,95532.3,99627.6,98737.0,101836.4,104625.4,107371.6,109297.7,113109.0
"09000","Connecticut","14","    Household consumption expenditures (for services)",86933.0,90966.3,94505.1,93665.0,96860.5,99482.4,101695.2,103432.4,107057.0
"09000","Connecticut","15","      Housing and utilities",22132.5,23301.1,24971.1,25291.5,26071.9,26473.2,27290.3,27600.0,28252.0
"09000","Connecticut","16","      Health care",19407.9,20316.0,21490.8,22530.0,23370.6,24118.1,24660.8,25009.8,25648.3
"09000","Connecticut","17","      Transportation services",5162.0,5103.4,5088.9,4760.6,4977.3,5394.4,5446.7,5632.3,5935.7
"09000","Connecticut","18","      Recreation services",5430.3,5705.0,5779.6,5616.2,5691.7,5617.1,5834.5,6075.9,6323.5
"09000","Connecticut","19","      Food services and accommodations",6967.2,7375.6,7584.3,7518.2,7786.1,8093.9,8496.5,8713.3,9144.1
"09000","Connecticut","20","      Financial services and insurance",15336.2,16295.4,16454.9,14938.6,15794.4,16421.4,16360.2,16841.8,17464.4
"09000","Connecticut","21","      Other services",12496.8,12869.8,13135.6,13009.8,13168.5,13364.2,13606.2,13559.4,14289.0
"09000","Connecticut","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",4601.1,4566.0,5122.4,5072.0,4975.9,5143.0,5676.4,5865.3,6052.1
"09000","Connecticut","23","      Gross output of nonprofit institutions",16593.0,17301.0,18385.0,19010.7,19532.0,20193.4,21221.8,21721.6,22505.2
"09000","Connecticut","24","      Less: Receipts from sales of goods and services by nonprofit institutions",11992.0,12735.0,13262.6,13938.7,14556.1,15050.4,15545.4,15856.3,16453.1
"10000","Delaware","1","Personal consumption expenditures",30335.1,32083.7,32957.3,32460.1,33777.8,35131.6,35996.3,36934.9,38168.3
"10000","Delaware","2","  Goods",10899.1,11275.3,11184.4,10567.4,10978.1,11561.6,11819.7,12162.5,12486.9
"10000","Delaware","3","    Durable goods",4268.6,4363.5,3988.9,3711.0,3852.6,4023.7,4158.5,4252.4,4402.6
"10000","Delaware","4","      Motor vehicles and parts",1436.1,1456.0,1238.2,1215.8,1328.9,1426.3,1509.1,1558.4,1687.4
"10000","Delaware","5","      Furnishings and durable household equipment",978.8,956.3,876.8,782.4,797.2,807.5,833.5,865.6,893.2
"10000","Delaware","6","      Recreational goods and vehicles",1267.0,1324.7,1258.3,1114.1,1101.7,1117.0,1124.7,1122.8,1103.8
"10000","Delaware","7","      Other durable goods",586.6,626.6,615.6,598.7,624.7,672.9,691.2,705.7,718.2
"10000","Delaware","8","    Nondurable goods",6630.6,6911.8,7195.5,6856.5,7125.5,7537.9,7661.2,7910.1,8084.3
"10000","Delaware","9","      Food and beverages purchased for off-premises consumption",2345.4,2453.7,2548.4,2551.7,2591.8,2638.6,2670.7,2762.6,2847.3
"10000","Delaware","10","      Clothing and footwear",1085.0,1080.6,1054.0,1007.7,1056.0,1140.3,1190.2,1183.1,1190.1
"10000","Delaware","11","      Gasoline and other energy goods",855.9,941.3,1095.7,792.0,919.1,1127.6,1134.2,1163.3,1134.5
"10000","Delaware","12","      Other nondurable goods",2344.3,2436.2,2497.3,2505.0,2558.6,2631.3,2666.1,2801.0,2912.4
"10000","Delaware","13","  Services",19435.9,20808.4,21772.9,21892.7,22799.8,23570.1,24176.6,24772.4,25681.4
