GeoFips,GeoName,LineCode,Description,2014,2015,2016,2017,2018,2019,2020
4000,Arizona,2,  Goods,76270.8,77612.4,79563.5,84568.1,88979,92588.9,100085.5
4000,Arizona,3,    Durable goods,24821.8,26472.6,27622.2,29455.4,31308.6,32907.1,37094.6
4000,Arizona,4,      Motor vehicles and parts,9021.8,9808,10099.4,10660,11422.6,11695.7,13584.7
4000,Arizona,5,      Furnishings and durable household equipment,5753.6,6115.5,6486.1,6997.9,7585.7,7931.7,8898.2
4000,Arizona,6,      Recreational goods and vehicles,5681.4,5898.1,6320.7,6920.2,7237.2,8084,9579.7
4000,Arizona,7,      Other durable goods,4365,4651,4716,4877.2,5063.1,5195.6,5032
4000,Arizona,8,    Nondurable goods,51449,51139.8,51941.2,55112.7,57670.4,59681.8,62990.9
4000,Arizona,9,      Food and beverages purchased for off-premises consumption,18024.3,18537.3,19046.5,20013.1,20507,20789.1,23479.5
4000,Arizona,10,      Clothing and footwear,6904.9,7082.1,7206.9,7368.1,7620.7,7752.3,7400.4
4000,Arizona,11,      Gasoline and other energy goods,8138.4,6309.8,5570.9,6350.2,7199.1,7116.6,5166.2
4000,Arizona,12,      Other nondurable goods,18381.3,19210.7,20117,21381.2,22343.6,24023.7,26944.9
4000,Arizona,13,  Services,149919.2,157256.4,164851.2,173929.7,184455,195070.9,187004.7
4000,Arizona,14,    Household consumption expenditures (for services),146024.4,153446.9,160647.6,169570.5,179729.4,190495.5,180966.9
4000,Arizona,15,      Housing and utilities,43715.9,44943.2,47179.2,48983.4,51321.8,54252.1,56762.5
4000,Arizona,16,      Health care,34402.5,36875.1,39031.9,41152.3,43505.4,46686,44879.4
4000,Arizona,17,      Transportation services,9002.3,9396.9,9834.9,10608.7,11175.1,12237,8696.5
4000,Arizona,18,      Recreation services,9023.9,9829.9,10615.2,11695.4,12546.5,12993.4,9795
4000,Arizona,19,      Food services and accommodations,16534.1,17931.3,18671.1,20274.8,21596.1,22736.2,19638.8
4000,Arizona,20,      Financial services and insurance,14251.5,15027.5,15295.2,16254.5,17570.4,17997.6,18859.9
4000,Arizona,21,      Other services,19094.2,19443,20020.1,20601.4,22014,23593.2,22334.8
4000,Arizona,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),3894.8,3809.4,4203.6,4359.2,4725.6,4575.4,6037.8
4000,Arizona,23,      Gross output of nonprofit institutions,19304.8,20053.5,21295,22622.8,24105.2,25532.9,25940.9
4000,Arizona,24,      Less: Receipts from sales of goods and services by nonprofit institutions,15410,16244.1,17091.4,18263.6,19379.6,20957.5,19903.1
5000,Arkansas,1,Personal consumption expenditures,88384.5,91353.2,94391.2,97935.1,101726.6,104429.5,104488.8
5000,Arkansas,2,  Goods,32364.5,32299,32882.1,33827.4,34898,35299.8,37176.5
5000,Arkansas,3,    Durable goods,9944.3,10338.1,10589,10752.5,11062.9,11171.8,12313.5
5000,Arkansas,4,      Motor vehicles and parts,4205.3,4450.9,4539.3,4551.2,4576.8,4470.5,4875
5000,Arkansas,5,      Furnishings and durable household equipment,2158,2298.7,2422.3,2544.6,2726,2835.4,3251.6
5000,Arkansas,6,      Recreational goods and vehicles,2352.9,2314.6,2367.4,2392.4,2476,2565,2911.9
5000,Arkansas,7,      Other durable goods,1228.1,1274,1260,1264.3,1284.2,1301,1275
5000,Arkansas,8,    Nondurable goods,22420.2,21960.8,22293.1,23074.9,23835,24128,24863.1
5000,Arkansas,9,      Food and beverages purchased for off-premises consumption,6962.1,7206.8,7445.5,7596.3,7683.7,7729.9,8704.9
5000,Arkansas,10,      Clothing and footwear,2917.3,2961.8,3042,3076,3114.2,3103.5,3100.9
5000,Arkansas,11,      Gasoline and other energy goods,4745.7,3617,3248,3577.5,4005.9,3823.3,2912.6
5000,Arkansas,12,      Other nondurable goods,7795.1,8175.1,8557.7,8825.1,9031.2,9471.3,10144.7
5000,Arkansas,13,  Services,56020,59054.2,61509.1,64107.7,66828.6,69129.7,67312.3
5000,Arkansas,14,    Household consumption expenditures (for services),53943,56681.3,58969,61513.3,64153.7,66538.7,64125.3
5000,Arkansas,15,      Housing and utilities,15419.1,15842.8,16102.6,16392.1,16858.5,17099.4,17414.2
5000,Arkansas,16,      Health care,15083.8,16149.5,17117.9,18072.5,18884.9,19802.2,18770.7
5000,Arkansas,17,      Transportation services,1753.4,1829.1,1996.6,2151.4,2224.7,2373.3,2095.8
5000,Arkansas,18,      Recreation services,2362.7,2445.8,2551.1,2627.9,2708.4,2819.2,2241.3
5000,Arkansas,19,      Food services and accommodations,5016.6,5359.2,5606.4,5823.1,6011.8,6346,5828.5
5000,Arkansas,20,      Financial services and insurance,7601.9,8086.3,8416.6,9151.3,9977.7,10432.6,10811.4
5000,Arkansas,21,      Other services,6705.5,6968.6,7177.8,7294.9,7487.7,7666.2,6963.4
5000,Arkansas,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),2077.1,2372.9,2540.1,2594.4,2674.9,2590.9,3187.1
5000,Arkansas,23,      Gross output of nonprofit institutions,8882.2,9640,10222,10800.4,11242,11550.5,11701.9
5000,Arkansas,24,      Less: Receipts from sales of goods and services by nonprofit institutions,6805.2,7267.2,7682,8206,8567.1,8959.6,8514.9
6000,California,1,Personal consumption expenditures,1511296.2,1581389.3,1651249,1739071.6,1835634.7,1921463.1,1835980.6
6000,California,2,  Goods,445285.8,458091.3,467521.6,488823.5,513145.3,532041.6,545975.5
6000,California,3,    Durable goods,147272.8,156169.9,158889.2,164594.9,173321.3,178940.1,186947.6
6000,California,4,      Motor vehicles and parts,44147.8,47940.6,49530.7,51543.7,51900.2,49943.1,50738.3
6000,California,5,      Furnishings and durable household equipment,33017.4,35333.7,36418.7,38188.5,41065.8,42695.4,45607.1
6000,California,6,      Recreational goods and vehicles,44493.2,46185,46003.7,47282.2,51558.5,56477.4,62288.4
6000,California,7,      Other durable goods,25614.3,26710.5,26936.1,27580.5,28796.8,29824.2,28313.8
6000,California,8,    Nondurable goods,298013,301921.5,308632.4,324228.6,339824,353101.5,359027.9
6000,California,9,      Food and beverages purchased for off-premises consumption,109201.3,113368.8,116078.5,119817.5,123163.4,127780.1,142904.5
6000,California,10,      Clothing and footwear,50091.3,51824.7,53004.2,55797.3,58085.3,60448.1,53774.4
6000,California,11,      Gasoline and other energy goods,39279.7,30304.1,28198.5,32975.2,37459.5,36999.6,27099.8
6000,California,12,      Other nondurable goods,99440.7,106423.8,111351.3,115638.7,121115.8,127873.7,135249.2
6000,California,13,  Services,1066010.4,1123298,1183727.4,1250248.1,1322489.3,1389421.5,1290005.1
6000,California,14,    Household consumption expenditures (for services),1021092,1074758.5,1130133.6,1193255.9,1262256.4,1328606.6,1218823.5
6000,California,15,      Housing and utilities,289506.4,298223.7,311529.8,327672.6,343389.6,359297.4,375660
6000,California,16,      Health care,237263.2,254732.5,268054.8,284399.4,299994.7,317854.9,300684.7
6000,California,17,      Transportation services,64162.2,65070.7,68488.2,71657.1,77478.5,81469.9,57343.8
6000,California,18,      Recreation services,76845.3,81555.2,86630.7,91723.9,94926.7,101031.5,60464.5
6000,California,19,      Food services and accommodations,104058.2,114424.8,123626.9,130252.6,138821.7,149250.1,118073.8
6000,California,20,      Financial services and insurance,120540.5,127739.6,130675.6,138924.8,148770.3,149759.3,153129.1
6000,California,21,      Other services,128716.2,133012,141127.7,148625.4,158874.9,169943.5,153467.6
6000,California,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),44918.4,48539.4,53593.8,56992.2,60232.9,60814.9,71181.6
6000,California,23,      Gross output of nonprofit institutions,177132.2,189487.3,201464.5,210286.5,221785.8,232017,231757.5
6000,California,24,      Less: Receipts from sales of goods and services by nonprofit institutions,132213.8,140947.9,147870.7,153294.3,161552.9,171202.1,160575.9
8000,Colorado,1,Personal consumption expenditures,209174.7,221188.9,233473.1,246598.5,259863.6,273403.4,270883
8000,Colorado,2,  Goods,67225.5,69794.3,72964.5,78133.1,82581.5,86084.9,91276.6
8000,Colorado,3,    Durable goods,23537.3,25151.5,26443.8,28442.3,30439,31995.9,34621.7
8000,Colorado,4,      Motor vehicles and parts,7646.5,8377.9,8629,9224.1,9753.2,9744.7,10305.4
8000,Colorado,5,      Furnishings and durable household equipment,5446.2,5899.4,6326.8,6734.2,7301.5,7668,8416.1
8000,Colorado,6,      Recreational goods and vehicles,7190.9,7391.3,7906.8,8775,9486.9,10509.5,11892.6
8000,Colorado,7,      Other durable goods,3253.6,3483,3581.2,3709,3897.4,4073.8,4007.6
8000,Colorado,8,    Nondurable goods,43688.2,44642.8,46520.8,49690.7,52142.4,54089,56654.9
8000,Colorado,9,      Food and beverages purchased for off-premises consumption,16501,17381.8,18325.6,19274.8,19823,20637.7,23112.1
8000,Colorado,10,      Clothing and footwear,6030.3,6256.6,6465.6,6550.7,6879.9,7209.3,6777.9
8000,Colorado,11,      Gasoline and other energy goods,6166.6,4866,4456,5203.6,6018.3,5823.4,4364.2
8000,Colorado,12,      Other nondurable goods,14990.3,16138.3,17273.6,18661.6,19421.2,20418.5,22400.7
8000,Colorado,13,  Services,141949.2,151394.5,160508.6,168465.5,177282.1,187318.4,179606.4
8000,Colorado,14,    Household consumption expenditures (for services),137013.4,146561.3,155402.9,163117.1,171425.4,181544.1,172285
8000,Colorado,15,      Housing and utilities,40663,43793.6,46245.4,48668,50570.5,54624.4,57578.2
8000,Colorado,16,      Health care,30074.8,32726.7,35705.3,36846.4,38107.6,39977,38002.6
8000,Colorado,17,      Transportation services,7558.5,8045,8678.5,9346.3,10061.1,10900.1,8610.9
8000,Colorado,18,      Recreation services,10932.3,11417.8,12183.7,12727.9,13347.8,13937.1,10166.6
8000,Colorado,19,      Food services and accommodations,15949.7,17349.2,18223.7,19470.8,20861.9,22092.3,17705
8000,Colorado,20,      Financial services and insurance,15441.7,16195.4,16451.7,17611.6,18789,18835.6,19455.6
8000,Colorado,21,      Other services,16393.5,17033.6,17914.6,18446.2,19687.5,21177.7,20766.1
8000,Colorado,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),4935.8,4833.2,5105.7,5348.3,5856.7,5774.4,7321.3
8000,Colorado,23,      Gross output of nonprofit institutions,20877.4,22130.5,23754.9,24326.1,25481.6,26400.7,26915.7
8000,Colorado,24,      Less: Receipts from sales of goods and services by nonprofit institutions,15941.6,17297.3,18649.3,18977.8,19624.9,20626.4,19594.3
9000,Connecticut,1,Personal consumption expenditures,162500.9,166029.8,169905.3,175076.9,181568.4,185316.3,179405.9
9000,Connecticut,2,  Goods,49391.9,49942.3,50430.7,51935.2,53167.8,53654.7,54532.7
9000,Connecticut,3,    Durable goods,16411,16673.5,16861.1,17113,17850.8,18100.3,18630.8
9000,Connecticut,4,      Motor vehicles and parts,5258.8,5440.9,5412,5469.4,5632,5493.4,5483.7
9000,Connecticut,5,      Furnishings and durable household equipment,3842.3,3937.6,4114,4224,4488.8,4647.6,4850.6
9000,Connecticut,6,      Recreational goods and vehicles,4523.5,4435,4481.6,4592,4898.2,5125.4,5633
9000,Connecticut,7,      Other durable goods,2786.4,2860,2853.6,2827.6,2831.7,2834,2663.5
9000,Connecticut,8,    Nondurable goods,32980.9,33268.8,33569.7,34822.2,35316.9,35554.4,35901.9
9000,Connecticut,9,      Food and beverages purchased for off-premises consumption,11493.4,11711.5,11809.7,12123.3,12079.6,12172.3,13411.4
9000,Connecticut,10,      Clothing and footwear,4538.2,4570.7,4566.2,4499.1,4530.6,4556.9,4048.8
9000,Connecticut,11,      Gasoline and other energy goods,3759.4,2972.5,2609.6,2966.5,3288.9,3101.7,2216.7
9000,Connecticut,12,      Other nondurable goods,13189.9,14014.1,14584.2,15233.3,15417.7,15723.5,16225
9000,Connecticut,13,  Services,113109,116087.5,119474.6,123141.6,128400.7,131661.6,124873.3
9000,Connecticut,14,    Household consumption expenditures (for services),107057,109656.6,112401.3,115201.5,120243.3,123821.6,115568.8
9000,Connecticut,15,      Housing and utilities,28252,28533,29080.1,29348.1,30871.2,31684.5,32473.6
9000,Connecticut,16,      Health care,25648.3,26128,27049.1,27499,28158.8,29382,27674.5
9000,Connecticut,17,      Transportation services,5935.7,5912.6,6101.3,6397.7,6740.6,6931.7,4476.9
9000,Connecticut,18,      Recreation services,6323.5,6624.5,6915.7,7057,7137.3,7142.5,5460
9000,Connecticut,19,      Food services and accommodations,9144.1,9598.2,9943.4,10257.3,10599.1,10928.6,8449.2
9000,Connecticut,20,      Financial services and insurance,17464.4,17861,17569.2,18346.6,19679.7,19974.4,20204.5
9000,Connecticut,21,      Other services,14289,14999.3,15742.3,16295.7,17056.5,17777.9,16830
9000,Connecticut,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),6052.1,6430.9,7073.3,7940.2,8157.4,7840,9304.5
9000,Connecticut,23,      Gross output of nonprofit institutions,22505.2,23144.4,24579.3,26063.5,26611.4,27078,27800.7
9000,Connecticut,24,      Less: Receipts from sales of goods and services by nonprofit institutions,16453.1,16713.5,17506,18123.3,18454,19238,18496.2
10000,Delaware,1,Personal consumption expenditures,38168.3,39499,40559,41939,44250.2,45864.6,44834.5
10000,Delaware,2,  Goods,12486.9,12776.3,12990.5,13237.2,13839.1,14115.8,14480.4
10000,Delaware,3,    Durable goods,4402.6,4641.2,4740.4,4787.1,5010.6,5170.9,5386.5
10000,Delaware,4,      Motor vehicles and parts,1687.4,1812.7,1823.5,1863.4,1936.8,1928.8,1955.6
10000,Delaware,5,      Furnishings and durable household equipment,893.2,959.6,1013.1,1041.1,1123.1,1153,1232.3
10000,Delaware,6,      Recreational goods and vehicles,1103.8,1119.2,1137.4,1115.5,1163.2,1285.1,1443.1
10000,Delaware,7,      Other durable goods,718.2,749.7,766.4,767,787.5,804,755.5
10000,Delaware,8,    Nondurable goods,8084.3,8135.1,8250.2,8450.1,8828.5,8944.9,9093.9
10000,Delaware,9,      Food and beverages purchased for off-premises consumption,2847.3,2885.5,2884.9,2950,3063.2,3104.4,3502.3
10000,Delaware,10,      Clothing and footwear,1190.1,1224.2,1256,1241.4,1255.9,1251.8,1106.7
10000,Delaware,11,      Gasoline and other energy goods,1134.5,925.9,867.9,993.1,1140.9,1110.8,861.9
10000,Delaware,12,      Other nondurable goods,2912.4,3099.5,3241.3,3265.7,3368.6,3477.9,3622.9
10000,Delaware,13,  Services,25681.4,26722.7,27568.5,28701.8,30411,31748.8,30354.1
10000,Delaware,14,    Household consumption expenditures (for services),24488.4,25545.1,26352.3,27441.7,29097.1,30440.8,28856.4
10000,Delaware,15,      Housing and utilities,6833.9,7015.3,7167.6,7409.1,7919.8,8326.1,8749.1
10000,Delaware,16,      Health care,7006.3,7461.8,7774,7988.3,8293.3,8672.3,8048.6
10000,Delaware,17,      Transportation services,946.2,958,986.2,1026.1,1083,1164.1,848.7
10000,Delaware,18,      Recreation services,1208.5,1260.9,1289.9,1358.4,1436.8,1456.9,1174
10000,Delaware,19,      Food services and accommodations,2527.6,2703.8,2804.5,2860.1,3017.4,3190.7,2519.9
10000,Delaware,20,      Financial services and insurance,2616.5,2751.9,2860.2,3112.9,3395.5,3432.3,3506.9
10000,Delaware,21,      Other services,3349.5,3393.4,3469.9,3686.9,3951.4,4198.4,4009.2
10000,Delaware,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),1193,1177.6,1216.2,1260,1313.9,1308.1,1497.7
10000,Delaware,23,      Gross output of nonprofit institutions,4413.8,4463.9,4494.7,4497.2,4727.4,4930.7,4792.3
10000,Delaware,24,      Less: Receipts from sales of goods and services by nonprofit institutions,3220.8,3286.3,3278.5,3237.2,3413.5,3622.6,3294.6
11000,District of Columbia,1,Personal consumption expenditures,39914,41546.1,43139.6,45030.9,47631.1,49317.8,46453.6
11000,District of Columbia,2,  Goods,10854.7,11309.4,11755.9,12389.6,13049.7,13656.2,13668.9
11000,District of Columbia,3,    Durable goods,3114.6,3269.5,3512.9,3708.2,3990.3,4196.5,4536.5
11000,District of Columbia,4,      Motor vehicles and parts,994.3,1080.9,1100.2,1128.6,1179.9,1185.2,1227.4
11000,District of Columbia,5,      Furnishings and durable household equipment,755.8,794,861.8,883.4,946.2,987.9,1024.2
11000,District of Columbia,6,      Recreational goods and vehicles,807.8,795.6,926,1029.1,1164.8,1293.9,1595
11000,District of Columbia,7,      Other durable goods,556.8,599,624.9,667.1,699.4,729.4,689.8
11000,District of Columbia,8,    Nondurable goods,7740.1,8039.8,8243.1,8681.4,9059.5,9459.8,9132.5
11000,District of Columbia,9,      Food and beverages purchased for off-premises consumption,3278.7,3445.2,3479.9,3629.9,3705.8,3810.4,4059.9
11000,District of Columbia,10,      Clothing and footwear,1281.5,1376,1446.9,1508.4,1540.4,1658.6,1337.6
11000,District of Columbia,11,      Gasoline and other energy goods,826.2,634.9,576.9,640.8,768.1,821.7,572.1
11000,District of Columbia,12,      Other nondurable goods,2353.6,2583.7,2739.2,2902.3,3045.1,3169.2,3162.8
11000,District of Columbia,13,  Services,29059.3,30236.8,31383.7,32641.3,34581.4,35661.6,32784.7
11000,District of Columbia,14,    Household consumption expenditures (for services),28207.3,29522,30393.5,31789.8,33309.6,34615.2,30945
11000,District of Columbia,15,      Housing and utilities,6313.5,6493.1,6666.9,7032.2,7412.1,7713.9,8094.2
11000,District of Columbia,16,      Health care,6521,6951.8,7244.4,7483.9,7664.6,7912.6,7338.6
11000,District of Columbia,17,      Transportation services,1489.6,1618.1,1799.1,2078.5,2174.9,2391.6,1669.9
11000,District of Columbia,18,      Recreation services,1108.1,1143.5,1172.9,1201.1,1251.5,1306.2,937.6
11000,District of Columbia,19,      Food services and accommodations,3088.8,3357.3,3454.3,3575.1,3810.5,4016.2,2340.8
11000,District of Columbia,20,      Financial services and insurance,2797.6,2963,3011.2,3166.2,3327.4,3308.4,3372.5
11000,District of Columbia,21,      Other services,6888.6,6995.3,7044.7,7252.7,7668.4,7966.3,7191.5
11000,District of Columbia,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),851.9,714.8,990.2,851.6,1271.8,1046.3,1839.7
11000,District of Columbia,23,      Gross output of nonprofit institutions,4281.2,4324.2,4696.5,4595.4,5142.6,5058.6,5455.4
11000,District of Columbia,24,      Less: Receipts from sales of goods and services by nonprofit institutions,3429.3,3609.4,3706.3,3743.8,3870.8,4012.3,3615.8
12000,Florida,1,Personal consumption expenditures,762704.3,803038.6,836468.9,874325.3,927049.5,966942.8,947905.9
12000,Florida,2,  Goods,247960.8,257452.6,264125.1,276537.7,291903.5,301527.5,317068.6
12000,Florida,3,    Durable goods,90082.7,96219.4,99800.1,104312.2,110917.3,114130.8,122658.7
12000,Florida,4,      Motor vehicles and parts,29013.2,31730.8,32214.3,33216.5,34832.2,34454.4,36731.3
12000,Florida,5,      Furnishings and durable household equipment,20965.4,22719.4,24074.4,25442.3,27844.7,29253.9,31656.7
12000,Florida,6,      Recreational goods and vehicles,25624.7,26429.3,28118.6,29994.3,31958.3,34117.6,38455.4
12000,Florida,7,      Other durable goods,14479.4,15339.9,15392.8,15659.2,16282.1,16305,15815.3
12000,Florida,8,    Nondurable goods,157878.1,161233.2,164324.9,172225.5,180986.2,187396.7,194409.9
12000,Florida,9,      Food and beverages purchased for off-premises consumption,58890.9,61698.9,63644.8,66224.5,69218.8,72451.6,80265.9
12000,Florida,10,      Clothing and footwear,20241.2,20836.8,21111.7,21292.4,21986.1,22193.7,20212.9
12000,Florida,11,      Gasoline and other energy goods,20437.9,15852.9,14162.5,16257.2,18063.7,17471,12613.5
12000,Florida,12,      Other nondurable goods,58308.2,62844.6,65405.9,68451.3,71717.6,75280.3,81317.6
12000,Florida,13,  Services,514743.4,545585.9,572343.8,597787.6,635146,665415.3,630837.3
12000,Florida,14,    Household consumption expenditures (for services),511263.9,542673.1,568488.2,593966.4,630664.7,662239.3,623838.3
