"SAGDP2N Gross domestic product (GDP) by state 1/"
"(millions of current dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"30000","Montana","41","      Transit and ground passenger transportation",42.5,45.2,48.8,53.1,56.2,57.5,61.4,52.4,44.3,48.5,56.4,51.8,51.3,55.0,58.5,63.5,66.5,68.7,66.0,56.5,60.9,61.7,65.1,51.9
"30000","Montana","42","      Pipeline transportation",26.2,50.7,33.1,29.2,28.1,33.5,35.8,44.6,51.2,51.8,61.9,74.7,87.4,107.1,105.9,96.7,97.7,94.5,92.4,102.1,107.9,135.0,139.2,172.6
"30000","Montana","43","      Other transportation and support activities",123.5,134.6,115.6,163.4,148.2,159.0,156.0,163.4,188.4,205.2,192.2,202.3,199.3,220.0,228.6,235.3,243.1,243.1,259.0,267.9,280.8,301.9,329.0,372.8
"30000","Montana","44","      Warehousing and storage",9.1,10.0,9.9,10.2,8.7,6.6,7.0,5.8,6.9,11.8,10.4,11.0,11.9,13.1,14.0,15.2,14.0,17.3,16.2,12.3,13.5,14.5,15.9,15.4
"30000","Montana","45","    Information",531.9,575.3,579.8,560.0,628.9,717.5,740.2,843.1,878.9,907.0,936.8,974.3,1012.9,1073.1,1038.8,999.3,1073.9,1023.6,1073.3,1095.0,1134.2,1137.9,1138.3,1189.0
"30000","Montana","46","      Publishing industries (except Internet)",97.1,103.7,123.6,99.9,100.3,135.0,150.3,179.7,196.2,184.9,206.0,192.2,176.3,187.8,205.1,187.9,178.3,179.5,197.3,211.3,218.5,230.9,241.5,252.9
"30000","Montana","47","      Motion picture and sound recording industries",25.1,29.1,34.2,36.7,39.9,43.3,38.2,58.8,38.8,37.4,51.7,44.4,64.9,56.0,54.4,58.2,71.7,75.9,78.5,78.1,95.1,91.2,79.2,76.5
"30000","Montana","48","      Broadcasting (except Internet) and telecommunications",393.4,422.8,406.6,412.2,462.1,488.6,497.4,525.0,576.4,607.4,615.7,655.1,676.5,697.3,668.1,653.4,711.6,644.5,677.1,679.3,705.1,704.0,694.7,730.0
"30000","Montana","49","      Data processing, hosting, and other information services",16.3,19.7,15.4,11.2,26.6,50.5,54.3,79.6,67.6,77.2,63.4,82.6,95.3,132.1,111.2,99.8,112.3,123.8,120.4,126.3,115.5,111.8,123.0,129.6
"30000","Montana","50","    Finance, insurance, real estate, rental, and leasing",2935.1,3175.6,3456.9,3734.6,4112.5,4385.0,4522.1,4902.9,5628.0,6011.6,6396.3,6637.7,6644.3,7056.8,7692.2,7618.2,7953.2,8333.7,8895.2,8761.6,9314.0,9542.4,10014.9,10323.8
"30000","Montana","51","      Finance and insurance",753.4,845.4,905.6,1012.0,1090.3,1253.4,1340.7,1368.8,1547.3,1662.9,1746.2,1711.5,1740.4,1750.1,1843.4,1915.9,1887.4,2100.8,2187.1,2293.9,2376.7,2598.1,2635.0,2765.9
"30000","Montana","52","        Monetary Authorities- central bank, credit intermediation, and related services",360.2,428.7,481.8,537.3,584.5,707.8,768.6,756.7,863.8,936.4,976.8,1005.1,980.0,962.3,1019.7,1107.2,1044.9,1178.7,1232.9,1271.9,1329.8,1432.3,1487.0,1560.1
"30000","Montana","53","        Securities, commodity contracts, and other financial investments and related activities",86.8,90.3,90.8,103.2,120.6,114.8,106.9,111.0,139.8,151.2,135.4,75.8,144.1,152.8,137.7,170.0,196.2,174.1,182.6,200.4,211.7,271.2,281.8,293.0
"30000","Montana","54","        Insurance carriers and related activities",306.1,326.0,332.5,370.9,382.4,428.1,459.7,492.7,523.9,558.5,585.3,584.2,599.7,615.1,656.5,629.9,641.2,741.0,768.9,818.0,831.3,891.1,863.3,910.0
"30000","Montana","55","        Funds, trusts, and other financial vehicles",0.3,0.4,0.5,0.6,2.8,2.7,5.5,8.3,19.8,16.8,48.7,46.5,16.6,20.0,29.5,8.9,5.1,7.0,2.8,3.6,3.9,3.4,3.0,2.8
"30000","Montana","56","      Real estate and rental and leasing",2181.7,2330.3,2551.3,2722.6,3022.2,3131.7,3181.4,3534.0,4080.7,4348.7,4650.1,4926.2,4904.0,5306.8,5848.9,5702.3,6065.8,6232.9,6708.1,6467.8,6937.3,6944.3,7379.9,7557.9
"30000","Montana","57","        Real estate",1982.0,2047.7,2226.2,2365.1,2617.8,2724.0,2766.2,3029.9,3506.6,3653.7,4018.1,4323.0,4391.1,4809.2,5344.0,5219.8,5569.3,5752.2,5957.3,5809.6,6315.6,6484.8,6801.9,7026.7
"30000","Montana","58","        Rental and leasing services and lessors of nonfinancial intangible assets",199.7,282.5,325.1,357.5,404.4,407.7,415.2,504.1,574.1,695.1,632.0,603.2,512.8,497.6,504.8,482.5,496.5,480.8,750.8,658.1,621.7,459.5,578.0,531.3
"30000","Montana","59","    Professional and business services",1171.4,1225.5,1264.1,1372.8,1510.5,1638.6,1744.2,1821.5,1980.4,2189.7,2468.8,2693.7,2632.8,2791.4,2964.7,3222.0,3087.6,3208.1,3386.2,3441.4,3641.2,3838.0,4106.5,4193.7
"30000","Montana","60","      Professional, scientific, and technical services",767.9,807.3,819.8,894.7,996.4,1100.4,1151.8,1201.3,1302.7,1415.0,1562.8,1734.0,1678.3,1759.0,1857.3,2042.7,1980.8,2085.2,2203.4,2271.4,2398.1,2520.3,2720.0,2772.1
"30000","Montana","61","        Legal services",163.9,190.3,187.0,189.0,200.1,215.8,232.2,255.4,269.1,291.5,320.0,363.8,341.6,342.8,347.7,342.1,335.9,357.2,398.9,397.0,418.3,411.6,442.2,450.9
"30000","Montana","62","        Computer systems design and related services",52.8,58.8,67.3,103.6,135.5,137.9,155.5,149.0,174.1,194.8,213.0,240.2,267.2,273.4,313.0,420.1,336.6,355.7,374.2,426.4,465.0,517.0,516.0,571.0
"30000","Montana","63","        Miscellaneous professional, scientific, and technical services",551.2,558.2,565.5,602.0,660.8,746.7,764.1,796.9,859.6,928.7,1029.8,1130.0,1069.5,1142.8,1196.6,1280.6,1308.4,1372.2,1430.3,1447.9,1514.8,1591.7,1761.7,1750.1
"30000","Montana","64","      Management of companies and enterprises",51.6,63.2,58.0,67.4,70.2,73.0,75.2,65.4,69.8,80.6,108.4,130.6,138.1,150.0,176.8,201.6,207.0,199.2,217.7,215.9,222.0,227.2,236.1,245.9
"30000","Montana","65","      Administrative and support and waste management and remediation services",351.8,355.0,386.3,410.7,443.9,465.2,517.2,554.7,607.9,694.1,797.6,829.1,816.5,882.4,930.6,977.7,899.8,923.7,965.1,954.1,1021.1,1090.5,1150.4,1175.7
"30000","Montana","66","        Administrative and support services",316.6,315.2,341.3,364.7,393.2,409.6,446.0,488.7,539.0,628.0,719.6,750.9,732.6,783.5,834.7,876.4,800.1,813.0,844.1,837.7,895.1,956.3,1007.3,1025.9
"30000","Montana","67","        Waste management and remediation services",35.2,39.8,45.0,46.0,50.7,55.6,71.3,66.1,69.0,66.2,77.9,78.2,83.9,98.9,95.9,101.3,99.7,110.8,121.0,116.4,126.0,134.3,143.1,149.8
"30000","Montana","68","    Educational services, health care, and social assistance",1608.0,1723.4,1806.0,1911.6,2049.1,2244.5,2369.1,2547.0,2706.6,2921.5,3063.9,3372.7,3630.9,3758.7,3908.8,4060.3,4233.0,4356.0,4656.3,4919.9,5268.5,5420.5,5701.7,5539.1
"30000","Montana","69","      Educational services",74.5,77.0,88.0,91.1,107.4,110.9,116.8,131.1,134.2,154.0,160.7,171.5,189.2,195.2,215.7,220.4,229.1,240.4,246.4,259.3,267.5,279.4,292.0,255.5
"30000","Montana","70","      Health care and social assistance",1533.5,1646.4,1718.0,1820.5,1941.6,2133.6,2252.4,2415.9,2572.4,2767.5,2903.2,3201.2,3441.8,3563.5,3693.2,3839.9,4003.9,4115.6,4409.9,4660.6,5001.0,5141.1,5409.8,5283.6
"30000","Montana","71","        Ambulatory health care services",672.1,712.8,731.4,765.2,783.3,852.2,892.0,958.5,1009.8,1076.5,1198.5,1301.3,1367.3,1414.6,1481.6,1512.9,1548.3,1577.0,1674.8,1811.0,1939.8,1964.8,2077.0,1951.5
"30000","Montana","72","        Hospitals",594.6,641.8,685.8,733.4,797.8,887.9,951.9,1019.2,1095.7,1203.5,1176.3,1328.8,1470.2,1511.7,1580.0,1659.4,1766.2,1830.1,2005.3,2094.2,2265.2,2365.9,2490.8,2513.5
"30000","Montana","73","        Nursing and residential care facilities",154.9,166.1,164.9,173.6,191.3,210.8,219.0,226.1,238.9,250.7,284.0,314.4,351.9,383.0,385.3,414.9,435.4,451.3,462.0,473.0,491.6,494.3,504.2,484.5
"30000","Montana","74","        Social assistance",111.8,125.6,135.8,148.4,169.2,182.8,189.5,212.1,228.0,236.7,244.3,256.7,252.5,254.2,246.3,252.6,254.0,257.2,267.8,282.4,304.4,316.1,337.7,334.1
"30000","Montana","75","    Arts, entertainment, recreation, accommodation, and food services",980.4,1035.6,1059.9,1138.9,1124.6,1221.5,1305.6,1390.6,1425.1,1554.8,1652.5,1657.0,1655.3,1665.0,1757.0,1904.9,2019.0,2168.7,2317.7,2388.4,2460.1,2578.6,2744.6,2234.5
"30000","Montana","76","      Arts, entertainment, and recreation",296.5,290.9,268.4,290.3,278.0,305.3,340.6,351.9,377.1,423.7,463.4,476.9,479.1,468.9,479.8,489.2,499.8,556.4,562.3,586.5,617.5,636.7,663.4,557.8
"30000","Montana","77","        Performing arts, spectator sports, museums, and related activities",63.1,68.1,72.2,74.0,71.3,79.8,88.5,91.1,97.4,112.8,118.2,124.1,127.7,107.6,120.6,126.5,131.7,146.1,143.2,150.7,173.4,162.0,174.4,101.6
"30000","Montana","78","        Amusement, gambling, and recreation industries",233.4,222.8,196.2,216.3,206.7,225.5,252.1,260.7,279.6,310.9,345.2,352.8,351.5,361.3,359.1,362.7,368.1,410.3,419.1,435.9,444.1,474.8,489.0,456.2
"30000","Montana","79","      Accommodation and food services",683.8,744.7,791.4,848.7,846.6,916.2,965.0,1038.8,1048.1,1131.1,1189.1,1180.1,1176.1,1196.0,1277.2,1415.7,1519.2,1612.3,1755.4,1801.9,1842.5,1941.9,2081.3,1676.7
"30000","Montana","80","        Accommodation",206.5,232.4,258.5,286.1,281.9,304.4,314.6,333.3,345.7,414.0,458.3,438.6,408.9,423.3,470.7,535.2,592.3,640.3,691.5,678.4,660.7,720.4,788.3,551.1
"30000","Montana","81","        Food services and drinking places",477.3,512.3,532.9,562.5,564.7,611.8,650.4,705.5,702.3,717.1,730.9,741.5,767.3,772.8,806.5,880.5,926.9,972.1,1063.8,1123.4,1181.8,1221.5,1292.9,1125.6
"30000","Montana","82","    Other services (except government and government enterprises)",674.5,721.1,720.6,749.8,669.2,721.5,710.3,739.7,791.1,815.6,831.3,831.4,835.8,845.3,854.1,886.7,903.0,948.0,989.7,1012.7,1058.5,1129.3,1191.1,1134.3
"30000","Montana","83","  Government and government enterprises",3272.5,3406.3,3559.4,3815.9,3938.9,4166.4,4500.8,4710.2,4904.9,5208.3,5526.9,5788.9,5983.8,6165.6,6303.2,6429.4,6411.5,6640.6,6845.2,7113.9,7325.8,7407.3,7587.9,7891.3
"30000","Montana","84","    Federal civilian",798.5,829.7,858.2,962.5,967.7,1038.3,1119.1,1168.2,1160.7,1275.9,1334.7,1347.5,1411.0,1539.2,1540.4,1525.8,1420.9,1493.7,1574.9,1636.6,1689.1,1748.9,1780.7,1858.3
"30000","Montana","85","    Military",247.5,258.4,270.2,277.2,295.5,345.0,403.9,423.5,455.4,460.1,471.3,494.3,501.4,507.9,502.3,511.7,502.9,492.5,480.5,512.2,523.2,528.7,544.7,572.2
"30000","Montana","86","    State and local",2226.4,2318.3,2431.0,2576.2,2675.7,2783.1,2977.9,3118.4,3288.8,3472.2,3720.9,3947.2,4071.4,4118.6,4260.5,4391.9,4487.6,4654.5,4789.8,4965.1,5113.5,5129.8,5262.5,5460.8
"30000","Montana","","Addenda:","","","","","","","","","","","","","","","","","","","","","","","",""
"30000","Montana","87","Natural resources and mining",1496.0,1426.3,1401.3,1399.4,1488.9,1480.8,1692.1,2240.4,2644.2,2721.3,3338.5,3797.7,3181.2,3726.9,4350.3,4530.6,4944.7,4732.8,3925.5,3202.9,3103.6,3622.6,3510.9,3608.7
"30000","Montana","88","Trade",2703.4,2882.7,2845.7,2932.6,2992.9,3157.5,3297.7,3574.4,3916.4,4192.8,4398.3,4477.5,4398.8,4728.4,4812.8,5045.3,5194.3,5293.9,5525.4,5597.2,5742.8,6053.4,6348.5,6535.7
"30000","Montana","89","Transportation and utilities",1478.2,1542.0,1562.8,1630.2,1606.1,1558.3,1666.4,1823.4,1961.7,2202.2,2278.1,2469.0,2453.5,2633.0,2784.0,2928.0,3072.0,3165.4,3200.5,3071.2,3169.0,3281.1,3400.0,3135.6
"30000","Montana","90","Manufacturing and information",1942.7,2130.7,1932.2,1921.2,2021.8,1987.6,2338.0,2649.7,2853.7,3066.6,3673.2,3131.6,2597.0,2999.6,3605.4,3617.2,3702.9,4051.0,4432.4,3496.5,4805.1,5326.6,4331.4,3961.8
"30000","Montana","91","Private goods-producing industries 2/",3935.0,4141.5,3957.0,4030.3,4215.0,4131.2,4858.5,5807.8,6682.5,7162.7,8680.4,8322.7,6939.6,7618.7,8879.4,9246.7,9740.3,10039.0,9714.5,8089.5,9325.4,10515.1,9555.9,9331.7
"30000","Montana","92","Private services-providing industries 3/",12082.9,12881.2,13295.8,14030.5,14693.7,15644.5,16355.6,17642.6,19288.3,20795.1,22025.9,23113.3,23264.3,24551.8,25812.5,26664.8,27536.1,28497.5,30044.3,30287.5,31788.3,32981.3,34645.6,34285.8
"Legend / Footnotes:"
"1/ Gross Domestic Product (GDP) is in millions of current dollars (not adjusted for inflation). Industry detail is based on the 2012 North American Industry Classification System (NAICS). Calculations are performed on unrounded data."
"2/ The private goods-producing industries consist of agriculture, forestry, fishing, and hunting; mining, quarrying, and oil and gas extraction; construction; and manufacturing."
"3/ The private services-producing industries consist of utilities; wholesale trade; retail trade; transportation and warehousing, excluding Postal Service; information; finance and insurance; real estate, rental, and leasing; professional, scientific, and technical services; management of companies; administrative and support and waste management and remediation services; educational services; health care and social assistance; arts, entertainment, and recreation; accommodation and food services; and other services (except government and government enterprises)."
"Last updated: October 1, 2021-- revised statistics for 1997-2020."
